L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label
46035,53,17,0.0,54,1,54,1,0,0,0,0,0,0,0,0,54,54,54,54,54.0,54.0,0,0,0,0,432000,432000,2,0,0,0,0,0,0,0,0,14405,1,0,0,ddos
45143,9200,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
65104,44443,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
34284,53,17,0.0,72,1,0,0,0,0,0,0,0,0,0,0,72,72,0,72,72.0,0.0,0,0,0,0,576000,0,1,0,0,0,0,0,0,0,0,52588,12,0,0,ddos
51870,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
65059,49167,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
54714,80,6,7.0,572,5,1288,3,30,30,26,0,0,0,64,64,1176,52,52,1176,572.0,1288.0,0,0,0,0,4576000,10304000,6,0,1,0,1,29200,5792,0,0,0,0,0,0,ddos
42179,1947,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
17451,41834,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
43378,80,6,7.0,920,6,1219,4,30,30,26,0,0,0,64,64,555,52,52,555,920.0,1219.0,0,0,0,0,7360000,9752000,6,0,2,2,0,29200,28960,0,0,0,0,0,0,password
54920,53,17,0.0,50,1,50,1,0,0,0,0,0,0,0,0,50,50,50,50,50.0,50.0,0,0,0,0,400000,400000,2,0,0,0,0,0,0,0,0,34368,28,0,0,ddos
41074,80,6,7.0,585,5,671,3,30,30,26,0,0,0,64,64,559,52,52,559,585.0,671.0,0,0,0,0,4680000,5368000,6,0,1,1,0,29200,28960,0,0,0,0,0,0,password
44712,80,6,7.0,590,5,676,3,30,30,26,0,0,0,64,64,564,52,52,564,590.0,676.0,0,0,0,0,4720000,5408000,6,0,1,1,0,29200,28960,0,0,0,0,0,0,password
38646,48080,6,0.0,44,1,40,1,22,2,20,4294874,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,scanning
54078,80,6,7.0,60,1,0,0,2,2,0,0,0,0,0,0,60,60,0,60,60.0,0.0,0,0,0,0,480000,0,1,0,0,0,0,29200,0,0,0,0,0,0,0,password
47174,515,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
61362,1521,6,167.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
57705,53,17,0.0,72,1,72,1,0,0,0,4294889,0,0,0,0,72,72,72,72,72.0,72.0,0,0,0,0,576000,576000,2,0,0,0,0,0,0,0,0,60214,12,0,0,ddos
56578,80,6,7.0,572,5,1288,3,30,30,26,0,0,0,64,64,1176,52,52,1176,572.0,1288.0,0,0,0,0,4576000,10304000,6,0,1,0,1,29200,5792,0,0,0,0,0,0,ddos
55324,80,6,7.0,521,4,112,2,30,30,18,4294952,15,0,64,64,357,52,52,357,521.0,112.0,0,0,0,0,256000,896000,5,0,1,0,0,29200,5792,0,0,0,0,0,0,ddos
59810,80,6,7.0,654,6,52,1,30,30,18,0,0,0,64,64,434,40,40,434,654.0,52.0,0,0,0,0,5232000,416000,6,0,1,0,0,29200,65535,0,0,0,0,0,0,password
47927,6002,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
38614,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
56988,80,6,7.0,558,4,694,3,26,26,26,4294951,16,16,64,64,582,52,52,582,558.0,694.0,0,0,0,0,256000,320000,5,0,1,1,0,29200,5792,0,0,0,0,0,0,ddos
4620,14022,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
40106,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
53221,4446,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
38512,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
41318,80,6,7.0,701,5,475,3,30,30,26,4294904,63,0,64,64,485,52,52,485,701.0,475.0,0,0,0,0,80000,3800000,6,0,2,0,0,29200,28960,0,0,0,0,0,0,ddos
40606,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
50220,53,17,0.0,59,1,134,1,0,0,0,0,0,0,0,0,134,59,59,134,59.0,134.0,0,0,0,0,472000,1072000,1,1,0,0,0,0,0,0,0,24808,1,5624,0,Benign
43570,80,6,7.0,572,5,1332,3,30,30,26,0,0,0,64,64,1220,52,52,1220,572.0,1332.0,0,0,0,0,4576000,10656000,6,0,1,0,1,29200,28960,0,0,0,0,0,0,password
37725,3826,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
53972,53,17,0.0,72,1,101,1,0,0,0,4294936,0,0,0,0,101,72,72,101,72.0,101.0,0,0,0,0,576000,808000,2,0,0,0,0,0,0,0,0,15190,12,0,0,ddos
40332,10003,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
47892,4550,6,0.0,44,1,40,1,22,2,20,4294951,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,scanning
44344,80,6,7.0,216,4,8705,7,30,22,26,0,0,0,64,64,1500,52,52,1500,216.0,8705.0,0,0,0,0,1728000,69640000,5,0,0,0,6,29200,28960,0,0,0,0,0,0,password
45070,1065,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
43112,5022,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
34614,4899,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
50387,53,17,0.0,72,1,72,1,0,0,0,4294921,0,0,0,0,72,72,72,72,72.0,72.0,0,0,0,0,576000,576000,2,0,0,0,0,0,0,0,0,55346,12,0,0,ddos
1332,20932,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
57631,53,17,0.0,50,1,50,1,0,0,0,0,0,0,0,0,50,50,50,50,50.0,50.0,0,0,0,0,400000,400000,2,0,0,0,0,0,0,0,0,33874,28,0,0,ddos
57176,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
36945,8899,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
51852,80,6,7.0,289,5,654,3,31,30,27,0,0,0,64,64,542,52,52,542,289.0,654.0,0,0,0,0,2312000,5232000,7,0,0,1,0,29200,28960,0,0,0,0,0,0,password
56288,80,6,7.0,566,5,697,3,30,30,26,0,0,0,64,64,585,52,52,585,566.0,697.0,0,0,0,0,4528000,5576000,6,0,1,1,0,29200,5792,0,0,0,0,0,0,ddos
40819,5004,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
52342,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
38416,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
54352,53,17,0.0,72,1,0,0,0,0,0,0,0,0,0,0,72,72,0,72,72.0,0.0,0,0,0,0,576000,0,1,0,0,0,0,0,0,0,0,52306,12,0,0,ddos
50118,19283,6,0.0,44,1,40,1,22,2,20,4294951,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,scanning
44538,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
51910,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
43341,52672,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
54364,80,6,7.0,572,5,1288,3,30,30,26,0,0,0,64,64,1176,52,52,1176,572.0,1288.0,0,0,0,0,4576000,10304000,6,0,1,0,1,29200,5792,0,0,0,0,0,0,ddos
56901,53,17,0.0,58,1,58,1,0,0,0,0,0,0,0,0,58,58,58,58,58.0,58.0,0,0,0,0,464000,464000,2,0,0,0,0,0,0,0,0,13184,1,0,0,ddos
4430,51026,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
8123,38168,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
33004,53,17,0.0,50,1,50,1,0,0,0,0,0,0,0,0,50,50,50,50,50.0,50.0,0,0,0,0,400000,400000,2,0,0,0,0,0,0,0,0,43262,28,0,0,ddos
44474,80,6,7.0,84,2,88,2,22,6,18,0,0,0,64,64,44,40,40,44,84.0,88.0,0,0,0,0,672000,704000,4,0,0,0,0,1024,64240,0,0,0,0,0,0,password
41698,53,17,0.0,72,1,0,0,0,0,0,0,0,0,0,0,72,72,0,72,72.0,0.0,0,0,0,0,576000,0,1,0,0,0,0,0,0,0,0,21217,12,0,0,ddos
37251,25734,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
43708,49999,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
56130,80,6,7.0,563,5,694,3,30,30,26,0,0,0,64,64,582,52,52,582,563.0,694.0,0,0,0,0,4504000,5552000,6,0,1,1,0,29200,5792,0,0,0,0,0,0,ddos
56836,80,6,7.0,547,4,696,3,26,26,26,0,0,0,64,64,584,52,52,584,547.0,696.0,0,0,0,0,4376000,5568000,5,0,1,1,0,29200,5792,0,0,0,0,0,0,ddos
56376,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
61418,903,6,28.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
48932,1106,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
55382,80,6,7.0,164,3,1228,2,30,22,24,0,0,0,64,64,1176,52,52,1176,164.0,1228.0,0,0,0,0,1312000,9824000,4,0,0,0,1,29200,215,0,0,0,0,0,0,ddos
36465,5848,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
34862,80,6,7.0,572,5,1332,3,30,30,26,0,0,0,64,64,1220,52,52,1220,572.0,1332.0,0,0,0,0,4576000,10656000,6,0,1,0,1,29200,28960,0,0,0,0,0,0,password
53972,53,17,0.0,72,1,72,1,0,0,0,4294936,0,0,0,0,72,72,72,72,72.0,72.0,0,0,0,0,576000,576000,2,0,0,0,0,0,0,0,0,15191,12,0,0,ddos
52879,555,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
34427,6123,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
34913,53,17,0.0,108,2,0,0,0,0,0,4294936,31,0,64,64,54,54,0,54,108.0,0.0,0,0,0,0,24000,0,2,0,0,0,0,0,0,0,0,51797,28,0,0,ddos
47088,80,6,7.0,616,5,702,3,30,30,26,0,0,0,64,64,590,52,52,590,616.0,702.0,0,0,0,0,4928000,5616000,6,0,1,1,0,29200,28960,0,0,0,0,0,0,password
64620,4848,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
58832,80,6,7.0,705,9,1738,6,30,30,26,0,0,0,64,64,618,40,40,618,705.0,1738.0,0,0,0,0,5640000,13904000,10,1,3,1,0,29200,65535,0,0,0,0,0,0,password
56352,80,6,7.0,581,5,667,3,30,30,26,0,0,0,64,64,555,52,52,555,581.0,667.0,0,0,0,0,4648000,5336000,6,0,1,1,0,29200,28960,0,0,0,0,0,0,password
49446,53,17,0.0,72,1,0,0,0,0,0,0,0,0,0,0,72,72,0,72,72.0,0.0,0,0,0,0,576000,0,1,0,0,0,0,0,0,0,0,40847,12,0,0,ddos
45727,1124,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
56876,80,6,7.0,585,5,671,3,30,30,26,0,0,0,64,64,559,52,52,559,585.0,671.0,0,0,0,0,4680000,5368000,6,0,1,1,0,29200,28960,0,0,0,0,0,0,password
43152,56513,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
22781,25720,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
54582,80,6,7.0,84,2,44,1,22,6,18,4294952,15,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,40000,352000,3,0,0,0,0,1024,5840,0,0,0,0,0,0,ddos
60340,53,17,0.0,72,1,97,1,0,0,0,4294889,0,0,0,0,97,72,72,97,72.0,97.0,0,0,0,0,576000,776000,2,0,0,0,0,0,0,0,0,14226,12,0,0,ddos
56694,80,6,7.0,620,5,717,3,30,30,26,0,0,0,64,64,605,52,52,605,620.0,717.0,0,0,0,0,4960000,5736000,6,0,1,1,0,29200,5792,0,0,0,0,0,0,ddos
49949,8181,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
34373,64346,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
33002,84,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
48441,8899,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
45579,616,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
60361,13782,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
5059,3366,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
49263,53,17,0.0,72,1,72,1,0,0,0,4294936,0,0,0,0,72,72,72,72,72.0,72.0,0,0,0,0,576000,576000,2,0,0,0,0,0,0,0,0,5552,12,0,0,ddos
40794,911,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
58454,53,17,0.0,72,1,0,0,0,0,0,0,0,0,0,0,72,72,0,72,72.0,0.0,0,0,0,0,576000,0,1,0,0,0,0,0,0,0,0,32042,12,0,0,ddos
38163,53,17,0.0,71,1,104,1,0,0,0,0,0,0,0,0,104,71,71,104,71.0,104.0,0,0,0,0,568000,832000,2,0,0,0,0,0,0,0,0,12272,12,0,0,ddos
26201,63984,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
57507,8093,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
42977,53,17,0.0,72,1,0,0,0,0,0,0,0,0,0,0,72,72,0,72,72.0,0.0,0,0,0,0,576000,0,1,0,0,0,0,0,0,0,0,52420,12,0,0,ddos
38267,8443,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
45797,53,17,0.0,72,1,72,1,0,0,0,4294905,0,0,0,0,72,72,72,72,72.0,72.0,0,0,0,0,576000,576000,2,0,0,0,0,0,0,0,0,8107,12,0,0,ddos
20257,673,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
42750,80,6,7.0,503,4,52,1,28,28,16,0,0,0,64,64,347,52,52,347,503.0,52.0,0,0,0,0,4024000,416000,4,0,1,0,0,237,235,0,0,0,0,0,0,password
56826,80,6,7.0,928,6,1352,4,30,30,26,4294951,16,16,64,64,1176,52,52,1176,928.0,1352.0,356,1,0,0,432000,632000,7,0,2,0,1,29200,5792,25600,100,0,0,0,0,ddos
42303,3013,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
33376,5989,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
55313,1192,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
2357,14011,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
57784,80,6,7.0,156,3,0,0,20,20,0,0,0,0,64,64,52,52,0,52,156.0,0.0,0,0,0,0,1248000,0,3,0,0,0,0,404,0,0,0,0,0,0,0,password
45104,27000,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
47190,53,17,0.0,54,1,54,1,0,0,0,0,0,0,0,0,54,54,54,54,54.0,54.0,0,0,0,0,432000,432000,2,0,0,0,0,0,0,0,0,21611,28,0,0,ddos
44344,80,6,7.0,632,5,690,3,30,30,26,0,0,0,64,64,578,52,52,578,632.0,690.0,0,0,0,0,5056000,5520000,6,0,1,1,0,29200,28960,0,0,0,0,0,0,password
52990,80,6,0.0,555,7,1454,4,31,30,27,0,0,0,64,64,923,40,40,923,555.0,1454.0,0,0,0,0,4440000,11632000,8,0,2,1,0,29200,65535,0,0,0,0,0,0,password
43398,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
32786,80,6,7.0,530,5,1738,6,26,26,26,0,0,0,64,64,618,40,40,618,530.0,1738.0,0,0,0,0,4240000,13904000,6,1,3,1,0,29200,65535,0,0,0,0,0,0,password
53880,19842,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
55866,80,6,7.0,292,5,702,4,31,30,27,0,0,0,64,64,538,52,52,538,292.0,702.0,0,0,0,0,2336000,5616000,8,0,0,1,0,29200,5792,0,0,0,0,0,0,ddos
29804,44115,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
59820,2121,6,0.0,84,2,44,1,22,6,18,4294607,360,0,64,64,44,40,40,44,4440.0,44.0,0,0,0,0,352000,352000,3,0,0,0,0,1024,5840,0,0,0,0,0,0,scanning
57816,80,6,7.0,629,5,60,1,30,30,18,0,0,0,64,64,413,52,52,413,629.0,60.0,0,0,0,0,5032000,480000,5,0,1,0,0,29200,28960,0,0,0,0,0,0,password
35970,25,6,3.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,scanning
51103,5815,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
48124,38702,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
56286,80,6,7.0,572,5,1288,3,30,30,26,0,0,0,64,64,1176,52,52,1176,572.0,1288.0,0,0,0,0,4576000,10304000,6,0,1,0,1,29200,5792,0,0,0,0,0,0,ddos
20918,3718,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
51608,1087,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
44734,80,6,7.0,644,5,688,3,30,30,26,0,0,0,64,64,576,52,52,576,644.0,688.0,0,0,0,0,5152000,5504000,6,0,1,1,0,29200,28960,0,0,0,0,0,0,password
42586,80,6,7.0,577,5,663,3,30,30,26,0,0,0,64,64,551,52,52,551,577.0,663.0,0,0,0,0,4616000,5304000,6,0,1,1,0,29200,28960,0,0,0,0,0,0,password
54875,2393,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
50508,27883,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
54188,80,6,7.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,password
35017,53,17,0.0,72,1,0,0,0,0,0,0,0,0,0,0,72,72,0,72,72.0,0.0,0,0,0,0,576000,0,1,0,0,0,0,0,0,0,0,43121,12,0,0,ddos
50904,5061,6,100.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,scanning
1554,52586,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,scanning
55851,88,6,111.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,Benign
